S.No,Name,Year of Birth,Age,Gender,Address,Phone Number,Email,Number of Kids,Accomodation (Rent/Own),Anual Income,Sppeding tickets per year
158,Tony Sanders,1964,57,Male,1076/ CURRYWOOD/ Cabell/ Huntington/ WV/ 25720,(681)963-1005,tony.san2508@gmail.com,0,Own,80921.28,1
159,Derrick Boyd,1992,30,Male,9974/ DUNLIEGH/ Pike/ Ransom/ KY/ 41558,(502)587-8068,derrick-bo1992@hotmail.co.uk,2,Rent,23202.3,0
160,Monica Osborn,1999,22,Female,5725/ MARY/ Ashe/ Laurel Springs/ NC/ 28644,(252)588-6118,monica-os120699@yahoo.fr,0,Rent,6517.5,23
161,Leslie Mcpherson,2003,18,Female,1782/ DURHAM/ Pocahontas/ Cass/ WV/ 24927,(304)974-1156,lesli.mcpher0705@orange.fr,0,Rent,40773.48,8
162,Robert Obrien,1969,52,Male,1303/ N CAP TX NB TO 2222 EB/ Mower/ Lansing/ MN/ 55950,(507)513-9965,robert_obrien120869@hotmail.com,0,Own,77427.9,0
163,Christine Hopkins,1965,57,Female,8016/ N IH 35 NB TO ANDERSON/ Weakley/ Greenfield/ TN/ 38230,(615)276-0983,christine.hopkins1965@hotmail.fr,2,Own,29250.54,0
164,Joanne Whitfield,1960,61,Female,1536/ 15TH/ Nobles/ Brewster/ MN/ 56119,(763)913-6678,joa-w@gmail.com,1,Own,32587.5,0
165,Christian Finley,1984,38,Male,507/ DICKSON/ / Apo/ AE/ 9610,(248)247-4681,c.finley2101@yahoo.fr,0,Own,82433.34,6
166,Ann Leblanc,1971,50,Female,141/ PARKVIEW/ Polk/ Highland City/ FL/ 33846,(561)632-9989,an_le1971@yahoo.com,0,Own,86239.56,3
167,Allison Holmes,1990,31,Female,5785/ DELWOOD/ Renville/ Glenburn/ ND/ 58740,(701)834-0631,all.holmes1990@yahoo.com,0,Rent,990.66,0
168,Kaitlin Haley,1991,30,Female,4239/ BROWNING/ Chatham/ Savannah/ GA/ 31411,(678)649-3139,kaitlin.haley071091@msn.com,2,Own,45518.22,6
169,Donna Goodwin,1950,71,Female,6607/ BRAXTON VALLEY/ Mora/ Valmora/ NM/ 87750,(957)440-6818,don_goodwin251150@aol.com,2,Own,50992.92,0
170,Kellie Meyers,1970,52,Female,1572/ EVANS/ Kandiyohi/ Lake Lillian/ MN/ 56253,(612)542-1512,kellie.mey04@msn.com,0,Rent,14547.06,0
171,Philip Dominguez,1971,50,Male,299/ CUTBACK/ Castro/ Dimmitt/ TX/ 79027,(469)985-0991,philip_domin@gmail.com,0,Own,92079.24,2
172,Pamela Barron,1978,43,Female,2662/ COLONY NORTH/ Wichita/ Electra/ TX/ 76360,(346)730-6556,pamelabarron1978@msn.com,0,Rent,45778.92,0
173,Ian Lindsay,2000,21,Male,3967/ DUGAN/ Camden/ Oaklyn/ NJ/ 8107,(973)332-9241,i.li0709@hotmail.fr,0,Rent,24349.38,0
174,Tiffany Holder,1995,26,Female,652/ CASTLEMAN/ San Joaquin/ Stockton/ CA/ 95209,(209)496-7308,tiffany.holder1995@hotmail.com,2,Own,67677.72,0
175,Gabriel Beck,1974,47,Male,5924/ CENTER LAKE/ Washington/ Fall Branch/ TN/ 37656,(931)430-8572,gabr_beck142@hotmail.com,3,Rent,41294.88,1
176,Troy Schwartz,1974,47,Male,3243/ DAVID CURRY/ Hamilton/ Indian Lake/ NY/ 12842,(631)924-2153,tr.schwart@hotmail.co.uk,0,Rent,11418.66,1
177,Jared Ortiz,1996,26,Male,7981/ DOMINIQUE/ Clay/ Procious/ WV/ 25164,(681)947-7320,jared-ort23@yahoo.fr,0,Rent,24714.36,2
178,Evelyn Lloyd,2008,13,Female,8309/ RESERVIST/ Los Angeles/ Los Angeles/ CA/ 90003,(627)333-9679,e.lloyd0312@hotmail.fr,0,Rent,0.0,0
179,Willie Mercer,1976,46,Male,1674/ MARINERS/ Stafford/ Stafford/ VA/ 22555,(540)975-1164,willie_mer090276@hotmail.co.uk,0,Rent,38166.48,3
180,Anne Bennett,1976,46,Female,2405/ CARRIAGE CLUB/ New York/ New York/ NY/ 10212,(516)929-0467,an.bennett280276@wanadoo.fr,2,Rent,30241.2,6
181,Peter Riggs,1979,42,Male,1749/ YORKSHIRE/ Cook/ Forest Park/ IL/ 60130,(217)607-6420,p_r@gmail.com,0,Own,114655.86,3
182,Kayla Vega,2004,18,Female,8907/ CLEARDAY/ Lincoln/ Vale/ NC/ 28168,(919)927-7296,kayla-ve2604@msn.com,0,Rent,18040.44,6
183,Jo Crosby,1965,56,Female,5222/ COLORADO CANYON/ Cook/ Chicago Heights/ IL/ 60412,(847)886-4269,jo.cr05@yahoo.fr,2,Rent,49168.020000000004,0
184,Wesley Schroeder,2016,5,Male,3693/ CENTRE PARK/ Washington/ Wayside/ MS/ 38780,(601)611-7376,we-s020816@aol.com,0,Rent,0.0,0
185,Ethan Shannon,2010,11,Male,9008/ EDGERTON/ Pima/ Tucson/ AZ/ 85737,(928)851-6382,etha_shann@yahoo.com,0,Rent,0.0,0
186,Matthew Walsh,1958,63,Male,6826/ JAMES/ Shelby/ Memphis/ TN/ 38157,(615)377-0005,matthew-walsh@hotmail.com,0,Own,115385.82,0
187,Vincent Stuart,1959,63,Male,3030/ DRAGLINE/ Mcnairy/ Adamsville/ TN/ 38310,(901)317-4168,v.stuart260159@hotmail.com,2,Rent,19761.06,0
188,Mikayla Zamora,2006,15,Female,9143/ PARELL/ Young/ Loving/ TX/ 76460,(903)238-7525,mikaylazamor03@yahoo.com,0,Rent,0.0,21
189,Mallory Knapp,1984,38,Female,2985/ SYCAMORE/ Mclennan/ Waco/ TX/ 76711,(682)324-1426,mallory.k0903@yahoo.com,0,Own,77271.48,0
190,Jamie Mills,1971,51,Male,1242/ DECKER PRAIRIE/ Piute/ Marysvale/ UT/ 84750,(801)756-1148,jamie_mills@yahoo.fr,1,Own,102507.24,0
191,Isaiah Lindsay,2004,17,Male,8439/ BROWNIE/ Teton/ Fairfield/ MT/ 59436,(406)313-7866,isa.lindsay2004@aol.com,0,Rent,3284.82,5
192,John Griffith,1965,56,Male,4690/ DEE/ San Diego/ El Cajon/ CA/ 92019,(415)916-9672,joh.grif949@gmail.com,0,Own,61264.5,0
193,Troy Steele,1982,40,Male,5076/ 45TH HALF/ Dallas/ Dallas/ TX/ 75310,(956)957-8783,troy.steele07@yahoo.fr,0,Rent,2033.46,0
194,Martin Mueller,2006,15,Male,3745/ DEMONA/ Linn/ Albany/ OR/ 97321,(503)253-8053,martin.muell2411@orange.fr,0,Rent,0.0,14
195,Robert Keller,2021,0,Male,1398/ GUNTER/ Madison/ Woodberry Forest/ VA/ 22989,(757)334-9817,robert_keller15@yahoo.com,0,Rent,0.0,0
196,Danny Hull,1966,55,Male,8153/ PEBBLE/ Clayton/ Garnavillo/ IA/ 52049,(712)933-4142,dann.hul30@hotmail.com,0,Own,92392.08,1
197,Jasmine Robertson,1988,33,Female,9561/ LANGFORD/ Shawnee/ Topeka/ KS/ 66610,(785)271-7492,jasmin.rob238@hotmail.com,0,Rent,22472.34,0
198,Robert Olsen,1981,41,Male,1009/ COLUMBINE/ Summers/ Pence Springs/ WV/ 24962,(304)436-9191,rober.o0502@hotmail.fr,0,Own,66165.66,4
199,Brandy Meyer,1975,46,Female,1953/ CUPID/ St Joseph/ North Liberty/ IN/ 46554,(765)243-3778,b.meyer1975@aol.com,0,Own,57145.44,0
200,Leslie Cervantes,1955,66,Male,9080/ N IH 35 SB TO 290 EB/ Cannon/ Readyville/ TN/ 37149,(931)553-1834,lesli.cervant101055@hotmail.com,3,Own,4223.34,0
201,Collin Buckner,1996,26,Male,4421/ HUNTERS/ Livingston/ Denham Springs/ LA/ 70706,(318)741-1214,collin-buckne904@msn.com,3,Own,71379.66,14
202,Janis Hendricks,1956,65,Female,182/ DAWSON CREEK/ Saint Lucie/ Fort Pierce/ FL/ 34954,(239)746-1260,janis.hendrick948@gmail.com,0,Own,63871.5,0
203,Jacqueline Aguilar,1939,82,Female,6279/ DONINGTON/ Ontario/ Farmington/ NY/ 14425,(212)524-2398,jacquelinagu30@aol.com,0,Own,28520.58,0
204,Melissa Wilcox,1988,33,Female,1349/ 10TH/ Douglas/ Poplar/ WI/ 54864,(920)865-8634,melissa.wilcox1005@yahoo.fr,2,Rent,31388.28,14
205,Virgil Ball,1944,78,Male,1001/ BIGELOW/ Colusa/ Stonyford/ CA/ 95979,(657)469-6231,virball1944@msn.com,3,Own,67521.3,0
206,Dolores Everett,1925,96,Female,3605/ LEON/ Fresno/ Fresno/ CA/ 93750,(310)321-3005,do-everet943@gmail.com,1,Own,9020.22,0
207,Mason Hammond,2001,20,Male,6708/ PELICAN/ Litchfield/ New Milford/ CT/ 6776,(959)668-6479,mason_hammond0309@yahoo.com,0,Rent,10480.14,1
208,Manuel Paul,1955,66,Male,299/ DWYCE/ San Joaquin/ Lodi/ CA/ 95240,(530)949-5087,map@msn.com,0,Own,81755.52,0
209,Brenda Guy,1984,37,Female,4315/ RESERVE/ Greenwood/ Neal/ KS/ 66863,(913)564-4523,brenda-gu1984@msn.com,0,Own,74299.5,0
210,Lucy Neal,2000,21,Female,5344/ MEADOW BEND/ Stark/ Belfield/ ND/ 58622,(701)370-5540,lucy.n21@yahoo.com,1,Own,23671.56,12
211,Kathleen Stewart,1911,111,Female,6607/ CATTLEMAN/ Nueces/ Corpus Christi/ TX/ 78470,(210)458-2713,kathleen.stewar@gmail.com,0,Own,61838.04,0
212,Tristan Conway,2013,8,Male,3625/ DANNY/ San Francisco/ San Francisco/ CA/ 94139,(530)798-0306,tristan.conw2013@hotmail.co.uk,0,Own,0.0,0
213,Yvette Knox,1960,61,Female,5428/ OXFORD/ Dallas/ Duncanville/ TX/ 75116,(210)428-2678,yvette.knox1960@msn.com,0,Rent,42337.68,1
214,Manuel Fox,1964,58,Male,8762/ CORRAL/ Fulton/ Lewistown/ IL/ 61542,(618)739-0173,manuel.fox030264@yahoo.fr,0,Own,103237.2,0
215,Philip Chandler,1912,109,Male,9699/ DRUMMOND/ Belmont/ Barnesville/ OH/ 43713,(216)735-4182,philip-chandler28@hotmail.com,2,Own,74247.36,0
216,Ashley Case,1985,36,Female,2642/ COLUMBIA/ Mercer/ Beeson/ WV/ 24714,(681)646-1056,as-case18@hotmail.fr,0,Rent,38166.48,0
217,Jackie Stanton,1959,63,Female,7275/ DOBUSH/ King/ Preston/ WA/ 98050,(360)776-2960,jackie.stanton24@gmail.com,0,Own,58761.78,0
218,Camila Bird,2010,12,Female,8655/ CRANSTON/ Philadelphia/ Philadelphia/ PA/ 19111,(272)681-7628,camila-bird1201@hotmail.fr,0,Rent,0.0,0
219,Avery Hughes,2013,8,Male,6325/ BENNETT RIDGE/ Suffolk/ Southampton/ NY/ 11968,(516)507-8840,avery.hugh111213@aol.com,0,Rent,0.0,0
220,Vivian Turner,1954,68,Female,4553/ DENTON/ Clark/ North Las Vegas/ NV/ 89086,(725)903-1149,vivian-t210354@wanadoo.fr,0,Own,60951.66,0
221,Wendell Levine,1943,78,Male,7929/ CASSADY/ Fresno/ Fresno/ CA/ 93729,(951)338-3128,wende.levin1943@aol.com,0,Own,10271.58,0
222,Jaden Chapman,2002,20,Male,5919/ OAK/ District Of Columbia/ Washington/ DC/ 20202,(202)667-1450,jaden.chapma100202@hotmail.co.uk,2,Own,3858.36,9
223,Allison Key,1975,47,Female,5092/ GRIFFITH/ Greene/ Springfield/ MO/ 65809,(975)315-0295,alli_ke@wanadoo.fr,2,Own,74299.5,0
224,Mia Mckenzie,1991,30,Female,4855/ CLOVIS/ Flathead/ Kalispell/ MT/ 59902,(406)776-9709,miamckenz1991@yahoo.fr,0,Own,11418.66,0
225,Wesley Gibbs,2017,5,Male,4673/ N IH 35 NB TO IH 35 UD NB/ Penobscot/ Lagrange/ ME/ 4453,(207)720-5259,wesley.g@aol.com,0,Own,0.0,0
226,Timothy Downs,1959,62,Male,2730/ BETTY COOK/ Greene/ Springfield/ MO/ 65899,(975)334-6788,tido1959@gmail.com,2,Own,79200.66,0
227,Anthony Cain,2008,13,Male,6850/ PUTT/ Rockingham/ Auburn/ NH/ 3032,(603)980-4624,anthonycain@msn.com,0,Rent,0.0,0
228,Rita Lowery,1957,65,Female,9575/ MONROE/ Cameron/ La Feria/ TX/ 78559,(903)514-4558,r_lowery1957@msn.com,0,Own,40929.9,0
229,Marie Mcguire,1956,65,Female,4717/ GERONIMO/ Polk/ Bradley/ FL/ 33835,(352)936-6514,mar_mcguire2807@msn.com,1,Own,65957.1,0
230,Parker Powell,1995,26,Male,7855/ CATALONIA/ Kodiak Island/ Kodiak/ AK/ 99697,(907)770-7930,parkpowell@orange.fr,0,Own,63923.64,1
231,Matthew Workman,2005,16,Male,4154/ TAYLOR/ Waukesha/ Okauchee/ WI/ 53069,(608)612-6272,mat-workman@hotmail.co.uk,0,Own,35090.22,1
232,Juanita Raymond,1958,63,Female,3836/ VILLAGE/ Harris/ Houston/ TX/ 77287,(956)973-5162,juanita.raymond0109@orange.fr,0,Own,78731.4,0
233,Roberto Herman,1993,28,Male,1637/ DANVILLE/ Volusia/ Ormond Beach/ FL/ 32173,(305)672-0349,rober-he21@wanadoo.fr,0,Own,16215.54,8
234,Harper Pearson,2012,10,Female,3094/ DONNA JANE/ Weber/ Ogden/ UT/ 84409,(435)837-9078,harperpearson03@wanadoo.fr,0,Own,0.0,0
235,Robyn Bowen,1979,42,Female,7561/ CEDAR CREST/ Los Angeles/ Lakewood/ CA/ 90713,(209)272-1410,robyn.b2806@orange.fr,0,Rent,5735.4,0
236,Jose Adkins,1979,42,Male,5553/ 38TH HALF/ Cass/ Hunter/ ND/ 58048,(701)997-8757,jos_adkins@aol.com,0,Own,89785.08,0
237,Doris Hodge,1922,99,Female,8931/ DUCHESS/ San Diego/ El Cajon/ CA/ 92019,(408)302-4115,do-hod1608@orange.fr,2,Rent,48803.04,0
238,Mitchell Mathis,1970,51,Male,3309/ BILLY BONNEY/ Hancock/ Prospect Harbor/ ME/ 4669,(207)905-0306,mit.mathis1970@gmail.com,0,Own,111006.06,1
239,Joyce Dean,1941,80,Female,7646/ CONIFER/ Franklin/ New Albany/ OH/ 43054,(216)616-6975,jo.de@wanadoo.fr,0,Own,39991.38,0
240,Edwin Buckley,2000,21,Male,6545/ PLOVER/ Nash/ Nashville/ NC/ 27856,(252)593-9327,edwin-buckley2908@hotmail.com,0,Rent,23045.88,9
241,George Rodriguez,1963,58,Male,4470/ BRAXTON/ Putnam/ Georgetown/ FL/ 32139,(941)334-7112,g-rod1963@hotmail.co.uk,0,Own,37436.52,0
242,Frank Pitts,1975,46,Male,9309/ CASCADERA/ Lexington/ Swansea/ SC/ 29160,(843)368-9558,frankpitts02@orange.fr,3,Own,55320.54,2
243,Larry Osborne,1945,76,Male,1723/ GRANITE BAY/ Sedgwick/ Wichita/ KS/ 67219,(913)794-4328,larr.osbor28@yahoo.com,0,Own,69085.5,0
244,Samantha Church,2004,17,Female,1587/ HOME/ Lake/ Gary/ IN/ 46404,(574)768-2155,samantha-churc@orange.fr,0,Rent,38062.2,0
245,Oliver Riley,2010,12,Male,8403/ WALNUT/ Milwaukee/ Milwaukee/ WI/ 53204,(608)739-1267,oliver.ril2010@gmail.com,0,Rent,0.0,0
246,Fred Huber,1961,60,Male,5431/ SWEETGUM/ Ector/ Goldsmith/ TX/ 79741,(210)924-0822,fre-huber@gmail.com,0,Rent,49793.7,0
247,Carrie Wood,1989,33,Female,4312/ BETULA/ Claiborne/ Port Gibson/ MS/ 39150,(601)779-3129,carrie_wood07@wanadoo.fr,0,Rent,30814.74,0
248,Natalia Livingston,2018,4,Female,3641/ KILDARE/ Shenandoah/ Mount Jackson/ VA/ 22842,(276)597-4128,natali.liv2018@aol.com,0,Rent,0.0,0
249,Katelyn Alexander,2019,2,Female,6631/ BEVERLY HILLS/ Wood/ Pittsville/ WI/ 54466,(608)287-2566,katelynalexander21@yahoo.fr,0,Rent,0.0,0
250,Bradley Decker,1984,38,Male,5792/ 39TH/ Wetzel/ Hundred/ WV/ 26575,(681)682-8491,b.dec21@yahoo.fr,2,Own,76072.26,2
251,Erin Booth,1986,36,Female,9442/ DALMAHOY/ Sangamon/ Auburn/ IL/ 62615,(464)875-5235,er_boot09@hotmail.co.uk,0,Own,69711.18000000001,6
252,Micheal Whitehead,1956,65,Male,9711/ ARGENTO/ Rensselaer/ Stephentown/ NY/ 12169,(518)290-7263,micheal_whitehead271156@gmail.com,0,Rent,32639.64,0
253,Keith Hewitt,1997,25,Male,8486/ FRUITWOOD/ Simpson/ Magee/ MS/ 39111,(662)584-9695,keith.hew99@msn.com,1,Own,57562.56,0
254,Meagan Miles,1989,32,Female,5008/ N IH 35 NB TO ANDERSON/ Leon/ Tallahassee/ FL/ 32310,(863)223-3386,meagan.mi@orange.fr,0,Own,76020.12,10
255,Geoffrey Riggs,1988,33,Male,8530/ LUCILE/ Rutland/ Wallingford/ VT/ 5773,(802)453-1911,geoffr.riggs311288@msn.com,0,Rent,30554.04,5
256,Eileen Petersen,1962,60,Female,7108/ DOVEMEADOW/ Saint Louis/ Saint Louis/ MO/ 63141,(816)577-7651,e.peter080262@hotmail.com,1,Own,42546.24,1
257,Wesley Burton,2005,16,Male,5353/ DANDRIDGE/ Somerset/ Belle Mead/ NJ/ 8502,(856)525-6157,weslburto770@wanadoo.fr,0,Rent,39157.14,8
258,Hector Munoz,1989,32,Male,5728/ 11TH/ Lincoln/ Hamlin/ WV/ 25523,(304)255-9317,hector.munoz08@hotmail.com,3,Own,61681.62,0
259,Claudia Knight,1991,31,Female,488/ GREENOCK/ Washington/ Rockville/ UT/ 84763,(801)278-6332,cl.knight@gmail.com,1,Rent,40512.78,0
260,Dakota Blackburn,2006,16,Male,6255/ BRYONHALL/ Columbia/ Millville/ PA/ 17846,(215)801-2043,dako.blac2004@yahoo.fr,0,Rent,8342.4,0
261,Howard Simpson,1955,66,Male,7597/ COMET/ Gregg/ Easton/ TX/ 75641,(346)791-6382,howard.simpson1711@yahoo.fr,0,Rent,48594.48,0
262,Charlie Middleton,1946,75,Male,7447/ BRYONWOOD/ Martin/ Williamston/ NC/ 27892,(984)561-7815,char-middleton@aol.com,1,Own,38322.9,0
263,Luis Chang,2004,17,Male,5411/ BRUCE/ Clay/ West Point/ MS/ 39773,(769)349-7569,luis.chang120504@hotmail.com,0,Rent,7195.32,18
264,Preston Whitley,2018,3,Male,199/ PINE/ Mcintosh/ Zeeland/ ND/ 58581,(701)905-7902,preston-w@yahoo.com,0,Rent,0.0,0
265,Logan Fischer,2017,5,Male,8088/ DORIS/ Pontotoc/ Pontotoc/ MS/ 38863,(662)454-2101,logan.fis190117@yahoo.com,0,Rent,0.0,0
266,David Nolan,2017,4,Male,9097/ DIVIDE/ Chelan/ Cashmere/ WA/ 98815,(206)709-0748,da.nolan291217@hotmail.fr,0,Rent,0.0,0
267,Genesis Cain,2001,21,Female,8028/ DEERINGHILL/ Sangamon/ Cantrall/ IL/ 62625,(872)761-0052,genesis_cai20@hotmail.co.uk,0,Rent,38687.88,17
268,Jonathan Manning,2019,3,Male,2215/ GALLANT/ Eureka/ Crescent Valley/ NV/ 89821,(702)536-6965,jonathmanning485@hotmail.fr,0,Rent,0.0,0
269,Carrie Beach,1951,71,Female,5356/ 56TH HALF/ San Diego/ Imperial Beach/ CA/ 91932,(626)741-9303,carrie.bea02@hotmail.com,0,Own,78627.12,0
270,Dustin Goodwin,1992,30,Male,777/ DUNKIRK/ Saratoga/ Schuylerville/ NY/ 12871,(631)830-2295,dust.goodwi1992@msn.com,2,Own,55946.22,0
271,Mario Lyons,1997,25,Male,2136/ DUNCAN/ Saint Johns/ Elkton/ FL/ 32033,(727)625-4672,mario.lyons726@hotmail.co.uk,2,Own,73934.52,7
272,Kathy Buckley,1965,57,Female,4818/ DONNA JANE/ Yates/ Dundee/ NY/ 14837,(929)659-9217,k.buckle23@msn.com,0,Own,57041.16,0
273,Tanya Ayala,1968,53,Female,1001/ DRIFTWOOD/ Barrow/ Statham/ GA/ 30666,(706)750-5448,tany.ayala1968@gmail.com,0,Own,68459.82,1
274,London Bright,2011,10,Female,6554/ DEIDRA/ Queens/ Far Rockaway/ NY/ 11693,(917)799-5289,london.bright@gmail.com,0,Rent,0.0,0
275,Chad Tyson,1996,26,Male,3423/ COOPERS HAWK/ Luzerne/ Wilkes Barre/ PA/ 18763,(223)218-1942,cha.t0603@wanadoo.fr,0,Rent,11835.78,10
276,Claudia Bryan,1979,42,Female,304/ PLACID/ Henry/ Collinsville/ VA/ 24078,(571)781-3629,claudia.br1410@hotmail.co.uk,0,Own,54225.6,6
277,Kylie Middleton,2004,17,Female,7258/ COMETA/ Logan/ Cornland/ IL/ 62519,(618)628-5494,kyliemid0412@yahoo.com,0,Rent,37853.64,0
278,Tina Rodriquez,1959,62,Female,7084/ DANWOOD/ Itasca/ Grand Rapids/ MN/ 55745,(218)759-3885,tina.rodriquez556@gmail.com,0,Own,21273.12,1
279,Barbara Sellers,1975,46,Female,4043/ 24TH/ Fayette/ Hagarstown/ IL/ 62247,(217)561-8622,ba.selle170575@wanadoo.fr,0,Own,68616.24,5
280,James Boyd,1988,33,Male,5592/ N IH 35 SB TO 12TH/ Lee/ North Fort Myers/ FL/ 33918,(407)483-7556,jame.boy01@hotmail.com,0,Rent,30606.18,7
281,Diane Frost,1969,53,Female,8822/ DELTA/ Essex/ North Hudson/ NY/ 12855,(929)775-3930,diane_frost2304@hotmail.fr,1,Own,39678.54,0
282,Jeremiah Strickland,2010,11,Male,1204/ CHINA/ Perkins/ Madrid/ NE/ 69150,(308)760-0412,jeremiah.stri08@gmail.com,0,Rent,0.0,0
283,Clinton Long,1989,32,Male,8276/ ALLEN/ Meigs/ Reedsville/ OH/ 45772,(330)350-6544,clinton.lon1989@wanadoo.fr,3,Rent,5787.54,0
284,Penny Summers,1948,73,Female,4974/ CURRY/ Campbell/ Newport/ KY/ 41071,(502)586-6002,pe.sum1412@wanadoo.fr,2,Own,63193.68,0
285,Ethan Clayton,2004,18,Male,6576/ DEMARETT/ Johnson/ Shawnee Mission/ KS/ 66211,(913)878-7341,ethan.cla@msn.com,0,Rent,16997.64,1
286,Erik Rice,1969,52,Male,1857/ DUNDEE/ Columbiana/ East Rochester/ OH/ 44625,(614)854-2114,erik-ri17@msn.com,0,Own,67312.74,0
287,Ernest Holland,1964,57,Male,6720/ JAMES/ Grant/ Wilson Creek/ WA/ 98860,(509)707-0564,e.ho060564@yahoo.fr,0,Own,31753.260000000002,0
288,Ariana Kent,1995,26,Female,8612/ AMBER/ El Paso/ Colorado Springs/ CO/ 80977,(720)927-5939,ar_kent240@gmail.com,1,Rent,1407.78,3
289,Jane Romero,1941,80,Female,6426/ DEMONA/ Ottawa/ Hudsonville/ MI/ 49426,(947)884-8178,jane-romer1941@aol.com,0,Own,64914.3,0
290,Cindy Tanner,1989,32,Female,906/ DUNKELD/ Hillsborough/ Brookline/ NH/ 3033,(603)736-9176,ci.tann02@orange.fr,0,Rent,12826.44,0
291,Terry Jackson,1964,57,Male,8876/ BIRCHINGTON/ Freeborn/ Twin Lakes/ MN/ 56089,(952)979-3543,ter.jacks@msn.com,0,Own,55424.82,0
292,Dana Baxter,1984,37,Female,7458/ 43RD/ Mecklenburg/ Charlotte/ NC/ 28265,(828)312-0134,db967@aol.com,0,Rent,10949.4,9
293,Stephen Erickson,2004,17,Male,1743/ BULLET/ Lancaster/ Lincoln/ NE/ 68501,(308)586-4523,stee1210@yahoo.fr,0,Rent,48020.94,17
294,Joe Dawson,1976,45,Male,9939/ CENTER RIDGE/ Darlington/ Lamar/ SC/ 29069,(864)758-6398,joe.dawson18@hotmail.co.uk,0,Own,14494.92,1
295,Jacob Clayton,1990,31,Male,9770/ CRYSTALBROOK/ Stark/ Wyoming/ IL/ 61491,(312)485-1493,jacob.clayto1005@hotmail.fr,0,Rent,9385.2,7
296,Alyssa Parrish,2015,6,Female,350/ EBONY/ Laramie/ Cheyenne/ WY/ 82007,(307)518-9063,alyssa_parrish910@yahoo.fr,0,Rent,0.0,0
297,Violet Merritt,2020,2,Female,4197/ EDGEWATER/ Montgomery/ Dayton/ OH/ 45435,(567)755-4753,viol_me17@yahoo.fr,0,Rent,0.0,0
298,Virginia Mcclure,1945,76,Female,475/ N CAP TX NB TO 2222 EB/ Orange/ West Point/ NY/ 10996,(585)394-7340,virginia.mcclure07@hotmail.com,3,Own,27008.52,0
299,Jesus Reynolds,1997,25,Male,4686/ 5TH/ Essex/ Newark/ NJ/ 7103,(908)716-3848,jes_reynolds2502@hotmail.fr,0,Own,39417.840000000004,15
300,Wayne Gallegos,1974,48,Male,5476/ SWEETGUM/ Ponce/ Mercedita/ PR/ 715,(787)712-7158,way_gallegos210174@aol.com,0,Own,50158.68,3
301,Victoria Malone,2004,17,Female,7508/ CENTRE CREEK/ Clay/ Clay Center/ NE/ 68933,(308)994-2322,v-malone10@wanadoo.fr,0,Rent,33369.6,21
302,Natalie Holmes,1995,27,Female,5914/ FRUTH/ Christian/ Bulpitt/ IL/ 62517,(708)493-1125,na.holmes2204@aol.com,3,Rent,15120.6,0
303,Ryan Franco,2020,1,Male,9879/ GRANDVIEW/ Van Buren/ Stockport/ IA/ 52651,(515)277-6304,ryan.fr0411@orange.fr,0,Rent,0.0,0
304,Pamela Fernandez,1958,63,Female,7962/ DEVEREUX/ Oklahoma/ Oklahoma City/ OK/ 73145,(580)724-7472,pamel.fernand@hotmail.fr,0,Own,59178.9,0
305,Peyton Pennington,2017,5,Female,9834/ FLORES/ Miami/ Pleasant Hill/ OH/ 45359,(330)468-7960,peyton-penning15@hotmail.fr,0,Rent,0.0,0
306,Karen Murphy,1975,46,Female,7347/ CATHERINE/ Carver/ Young America/ MN/ 55567,(320)452-8473,karen.murphy2806@msn.com,0,Own,83006.88,6
307,Caitlin Leblanc,1998,23,Female,426/ BARLEY FIELD/ Westchester/ Hastings On Hudson/ NY/ 10706,(914)235-9960,c.leblan90@hotmail.fr,2,Rent,46508.88,25
308,Casey Gilliam,1995,26,Male,5801/ MOSS/ Monroe/ Sweetwater/ TN/ 37874,(423)245-8510,cas-gilliam1995@hotmail.co.uk,0,Own,52713.54,9
309,Brayden Lang,2004,17,Male,9372/ TANNEY/ San Juan/ Guaynabo/ PR/ 968,(787)425-5267,brayden.lang732@orange.fr,0,Rent,19031.1,5
310,Aaron Stanton,2016,5,Male,6292/ PIONEER/ Tippah/ Blue Mountain/ MS/ 38610,(228)481-8520,aaron-stant19@hotmail.com,0,Rent,0.0,0
311,Duane Sandoval,1976,45,Male,4557/ LAKEVIEW/ Jefferson/ New Market/ TN/ 37820,(901)376-8382,dua-sandova@yahoo.com,0,Rent,3754.08,4
312,Isaac Turner,2000,21,Male,2247/ PETROVE/ Bingham/ Atomic City/ ID/ 83215,(208)423-5837,isaac.turner15@msn.com,0,Rent,15954.84,10
313,Cindy Gregory,1984,37,Female,8924/ SUNDEW/ Floyd/ Printer/ KY/ 41655,(859)793-5021,cindygregory27@yahoo.fr,0,Rent,4223.34,0
314,Carolyn Fisher,1965,57,Female,6163/ DALLUM/ Orange/ Orlando/ FL/ 32826,(305)722-7436,ca.fisher30@hotmail.co.uk,0,Own,40252.08,2
315,Marcus Dean,1980,41,Male,8251/ WONSLEY/ Honolulu/ Camp H M Smith/ HI/ 96861,(808)773-6954,m.d29@wanadoo.fr,0,Own,50158.68,0
316,Scott Hunt,1947,75,Male,1566/ GEE/ Matagorda/ Cedar Lane/ TX/ 77415,(409)522-0569,s_hunt@aol.com,0,Own,48959.46,0
317,Amanda Herring,1963,58,Female,1054/ KAISER/ San Bernardino/ Victorville/ CA/ 92394,(925)520-3344,amanda-herr@yahoo.com,0,Own,50680.08,0
